order_id;order_date;client_id;phone;email;brand;channel;items_count;gross_revenue;discount_amount;net_revenue;cogs;delivery_cost;acquisition_cost;order_status
ORD-0002658;2025-09-02;CUST_01145;+79996040020;user_1145_961@example.com;UrbanStyle;online_site;1;10523.86;526.19;9997.67;4199.02;350.0;1034.37;completed
ORD-0003333;2025-09-02;CUST_01437;+79999616197;user_1437_830@example.com;UrbanStyle;online_site;1;9479.04;473.95;9005.09;3782.14;350.0;1036.3;completed
ORD-0000871;2025-09-03;CUST_00386;+79996354241;;SportActive;offline_pos;2;26635.43;1331.77;25303.66;12145.76;0.0;1543.26;completed
ORD-0001103;2025-09-03;CUST_00487;;user_487_240@example.com;SportActive;online_site;1;8926.52;1785.3;7141.22;3427.79;350.0;1020.44;completed
ORD-0001156;2025-09-03;CUST_00510;+79994784650;user_510_266@example.com;UrbanStyle;online_site;1;10280.23;0.0;10280.23;4317.7;350.0;1736.37;completed
ORD-0002386;2025-09-03;CUST_01028;+79992288937;user_1028_626@example.com;UrbanStyle;online_app;3;26318.14;0.0;26318.14;11053.62;250.0;0.0;completed
ORD-0002398;2025-09-03;CUST_01035;+79993332267;user_1035_936@example.com;SportActive;online_site;2;26394.69;0.0;26394.69;12669.45;350.0;1646.2;completed
ORD-0002573;2025-09-03;CUST_01109;+79994051595;user_1109_502@example.com;SportActive;online_site;3;31418.27;4712.74;26705.53;12818.65;350.0;0.0;completed
ORD-0003406;2025-09-03;CUST_01477;+79994194945;user_1477_297@example.com;UrbanStyle;online_app;2;13096.41;1309.64;11786.77;4950.44;250.0;0.0;completed
ORD-0000108;2025-09-04;CUST_00050;+79991852264;user_50_194@example.com;SportActive;online_site;2;19512.37;1951.24;17561.13;8429.34;350.0;0.0;returned
ORD-0000535;2025-09-04;CUST_00234;+79994767135;;UrbanStyle;online_site;3;30049.08;6009.82;24039.26;10096.49;350.0;0.0;completed
ORD-0001560;2025-09-04;CUST_00677;+79991312392;user_677_999@example.com;SportActive;online_site;2;25599.99;0.0;25599.99;12288.0;350.0;0.0;completed
ORD-0001643;2025-09-04;CUST_00714;+79995609255;;SportActive;offline_pos;2;25866.24;0.0;25866.24;12415.8;0.0;1612.39;completed
ORD-0001983;2025-09-04;CUST_00868;+79992553639;user_868_554@example.com;UrbanStyle;online_app;3;24911.73;2491.17;22420.56;9416.64;250.0;0.0;cancelled
ORD-0000317;2025-09-05;CUST_00141;+79993589751;user_141_176@example.com;UrbanStyle;online_app;3;23400.19;4680.04;18720.15;7862.46;250.0;0.0;completed
ORD-0000682;2025-09-05;CUST_00297;;user_297_993@example.com;SportActive;online_app;1;11980.92;1198.09;10782.83;5175.76;250.0;0.0;completed
ORD-0001171;2025-09-05;CUST_00513;;user_513_721@example.com;UrbanStyle;online_app;3;25346.23;5069.25;20276.98;8516.33;250.0;915.27;completed
ORD-0001620;2025-09-05;CUST_00706;+79998698199;user_706_797@example.com;UrbanStyle;online_site;3;23185.05;2318.51;20866.54;8763.95;350.0;1699.34;completed
ORD-0002067;2025-09-05;CUST_00901;+79993106365;user_901_237@example.com;UrbanStyle;online_site;4;27353.33;5470.67;21882.66;9190.72;350.0;0.0;completed
ORD-0002340;2025-09-05;CUST_01011;+79994283564;;UrbanStyle;offline_pos;4;27416.74;4112.51;23304.23;9787.78;0.0;0.0;completed
ORD-0002605;2025-09-05;CUST_01122;+79998853160;user_1122_235@example.com;UrbanStyle;online_app;4;32605.06;4890.76;27714.3;11640.01;250.0;0.0;completed
ORD-0003023;2025-09-05;CUST_01308;+79998965487;user_1308_262@example.com;SportActive;online_site;1;12488.88;1248.89;11239.99;5395.2;350.0;0.0;completed
ORD-0000581;2025-09-06;CUST_00248;+79998942330;user_248_359@example.com;UrbanStyle;online_site;4;40442.88;6066.43;34376.45;14438.11;350.0;0.0;completed
ORD-0001909;2025-09-06;CUST_00829;;user_829_514@example.com;SportActive;online_site;2;25792.32;1289.62;24502.7;11761.3;350.0;0.0;completed
ORD-0002101;2025-09-06;CUST_00914;;user_914_971@example.com;SportActive;online_app;2;16494.9;0.0;16494.9;7917.55;250.0;1312.38;completed
ORD-0002269;2025-09-06;CUST_00981;;user_981_265@example.com;SportActive;online_site;2;23609.13;4721.83;18887.3;9065.9;350.0;0.0;completed
ORD-0002323;2025-09-06;CUST_01005;+79999368459;;SportActive;online_site;1;12644.12;1896.62;10747.5;5158.8;350.0;0.0;completed
ORD-0002369;2025-09-06;CUST_01022;+79998927925;user_1022_227@example.com;SportActive;online_site;3;35505.14;3550.51;31954.63;15338.22;350.0;0.0;completed
ORD-0002681;2025-09-06;CUST_01158;+79995070650;user_1158_306@example.com;UrbanStyle;online_site;1;9112.29;1366.84;7745.45;3253.09;350.0;1157.66;completed
ORD-0000175;2025-09-07;CUST_00075;+79999910914;;UrbanStyle;offline_pos;2;15670.56;1567.06;14103.5;5923.47;0.0;0.0;completed
ORD-0000256;2025-09-07;CUST_00112;;user_112_354@example.com;UrbanStyle;online_site;2;14252.37;2850.47;11401.9;4788.8;350.0;0.0;completed
ORD-0001141;2025-09-07;CUST_00503;+79993136551;user_503_281@example.com;SportActive;online_site;3;30113.0;0.0;30113.0;14454.24;350.0;0.0;completed
ORD-0001842;2025-09-07;CUST_00799;+79999795418;user_799_352@example.com;UrbanStyle;offline_pos;2;18525.67;3705.13;14820.54;6224.63;0.0;1393.34;completed
ORD-0002093;2025-09-07;CUST_00911;;user_911_271@example.com;UrbanStyle;online_site;2;15654.06;0.0;15654.06;6574.71;350.0;0.0;completed
ORD-0002213;2025-09-07;CUST_00958;+79994160272;;SportActive;offline_pos;4;53083.5;10616.7;42466.8;20384.06;0.0;1101.15;completed
ORD-0002457;2025-09-07;CUST_01065;+79999230125;user_1065_775@example.com;UrbanStyle;online_app;2;17854.25;892.71;16961.54;7123.85;250.0;1536.42;completed
ORD-0003382;2025-09-07;CUST_01465;+79998200092;;UrbanStyle;online_site;3;23043.75;1152.19;21891.56;9194.46;350.0;0.0;completed
ORD-0001224;2025-09-08;CUST_00531;+79995799841;;SportActive;online_site;3;26050.99;1302.55;24748.44;11879.25;350.0;0.0;completed
ORD-0001341;2025-09-08;CUST_00580;;user_580_140@example.com;UrbanStyle;online_site;2;18361.24;3672.25;14688.99;6169.38;350.0;0.0;completed
ORD-0002046;2025-09-08;CUST_00895;+79996109503;user_895_545@example.com;SportActive;online_app;1;9511.62;951.16;8560.46;4109.02;250.0;0.0;completed
ORD-0002443;2025-09-08;CUST_01058;+79993258353;user_1058_130@example.com;UrbanStyle;online_site;1;7108.55;0.0;7108.55;2985.59;350.0;1360.35;completed
ORD-0003199;2025-09-08;CUST_01383;;user_1383_408@example.com;SportActive;online_site;2;22310.24;2231.02;20079.22;9638.03;350.0;0.0;completed
ORD-0000127;2025-09-09;CUST_00057;+79995163555;;SportActive;offline_pos;4;38476.53;1923.83;36552.7;17545.3;0.0;0.0;completed
ORD-0000281;2025-09-09;CUST_00125;;user_125_441@example.com;UrbanStyle;online_app;2;18072.15;3614.43;14457.72;6072.24;250.0;1288.38;completed
ORD-0001181;2025-09-09;CUST_00516;+79998174037;user_516_189@example.com;UrbanStyle;online_app;2;17552.23;2632.83;14919.4;6266.15;250.0;1732.15;completed
ORD-0001782;2025-09-09;CUST_00775;+79998852729;;SportActive;offline_pos;4;50030.1;7504.51;42525.59;20412.28;0.0;1715.5;completed
ORD-0001787;2025-09-09;CUST_00777;;user_777_179@example.com;SportActive;online_site;3;37368.25;3736.83;33631.42;16143.08;350.0;0.0;completed
ORD-0002419;2025-09-09;CUST_01047;+79999627700;user_1047_333@example.com;UrbanStyle;online_app;1;7993.57;1598.71;6394.86;2685.84;250.0;0.0;completed
ORD-0002550;2025-09-09;CUST_01102;+79996582152;user_1102_834@example.com;UrbanStyle;online_app;3;29471.35;0.0;29471.35;12377.97;250.0;948.04;returned
ORD-0000125;2025-09-10;CUST_00056;+79993970445;user_56_522@example.com;UrbanStyle;online_site;4;31969.27;3196.93;28772.34;12084.38;350.0;0.0;completed
ORD-0000385;2025-09-10;CUST_00166;+79994818006;;UrbanStyle;online_site;3;29599.58;0.0;29599.58;12431.82;350.0;1722.75;completed
ORD-0000774;2025-09-10;CUST_00329;+79992225232;user_329_146@example.com;SportActive;offline_pos;2;22942.59;1147.13;21795.46;10461.82;0.0;0.0;completed
ORD-0001128;2025-09-10;CUST_00496;+79991636925;;UrbanStyle;online_site;3;29561.05;1478.05;28083.0;11794.86;350.0;905.65;completed
ORD-0001170;2025-09-10;CUST_00512;+79992562037;user_512_446@example.com;UrbanStyle;online_site;3;30330.53;4549.58;25780.95;10828.0;350.0;0.0;completed
ORD-0001175;2025-09-10;CUST_00514;;user_514_813@example.com;UrbanStyle;online_site;4;38109.38;5716.41;32392.97;13605.05;350.0;0.0;completed
ORD-0001744;2025-09-10;CUST_00758;+79994334029;user_758_469@example.com;SportActive;online_site;2;21871.34;0.0;21871.34;10498.24;350.0;0.0;completed
ORD-0002318;2025-09-10;CUST_01003;+79997202069;user_1003_288@example.com;UrbanStyle;offline_pos;4;34116.24;1705.81;32410.43;13612.38;0.0;0.0;completed
ORD-0002849;2025-09-10;CUST_01240;+79994507886;user_1240_107@example.com;SportActive;online_site;3;37461.34;5619.2;31842.14;15284.23;350.0;1769.49;completed
ORD-0003060;2025-09-10;CUST_01316;+79993033912;user_1316_477@example.com;UrbanStyle;online_site;2;18125.28;2718.79;15406.49;6470.73;350.0;1154.75;completed
ORD-0000528;2025-09-11;CUST_00230;+79993321942;user_230_993@example.com;UrbanStyle;online_site;1;8217.23;1643.45;6573.78;2760.99;350.0;0.0;completed
ORD-0000661;2025-09-11;CUST_00289;+79993299088;;SportActive;offline_pos;1;9877.81;1975.56;7902.25;3793.08;0.0;0.0;completed
ORD-0001758;2025-09-11;CUST_00765;;user_765_596@example.com;SportActive;online_site;4;34445.72;0.0;34445.72;16533.95;350.0;0.0;completed
ORD-0002614;2025-09-11;CUST_01128;;user_1128_826@example.com;UrbanStyle;online_app;1;6719.83;671.98;6047.85;2540.1;250.0;1203.59;completed
ORD-0002657;2025-09-11;CUST_01144;+79992408784;user_1144_397@example.com;UrbanStyle;online_site;4;30971.02;0.0;30971.02;13007.83;350.0;1767.73;completed
ORD-0002688;2025-09-11;CUST_01163;+79998521651;;UrbanStyle;offline_pos;1;7278.96;363.95;6915.01;2904.3;0.0;1291.28;completed
ORD-0002868;2025-09-11;CUST_01247;+79994767293;user_1247_148@example.com;UrbanStyle;online_app;3;25130.13;0.0;25130.13;10554.65;250.0;1754.04;completed
ORD-0002956;2025-09-11;CUST_01278;+79991775026;;SportActive;online_app;4;47895.82;9579.16;38316.66;18392.0;250.0;0.0;completed
ORD-0003341;2025-09-11;CUST_01441;+79992512308;user_1441_749@example.com;UrbanStyle;online_site;1;7139.92;1070.99;6068.93;2548.95;350.0;0.0;completed
ORD-0003445;2025-09-11;CUST_01496;+79993954644;;UrbanStyle;online_app;3;28500.21;0.0;28500.21;11970.09;250.0;1788.97;completed
ORD-0000586;2025-09-12;CUST_00251;+79995474830;user_251_920@example.com;UrbanStyle;online_site;4;32037.97;1601.9;30436.07;12783.15;350.0;1316.97;completed
ORD-0000827;2025-09-12;CUST_00355;+79996663388;;UrbanStyle;online_app;2;18814.85;3762.97;15051.88;6321.79;250.0;0.0;completed
ORD-0000932;2025-09-12;CUST_00414;;user_414_184@example.com;UrbanStyle;online_site;1;6892.32;1378.46;5513.86;2315.82;350.0;0.0;completed
ORD-0002843;2025-09-12;CUST_01236;;user_1236_959@example.com;SportActive;online_app;1;9616.96;1442.54;8174.42;3923.72;250.0;0.0;completed
ORD-0002965;2025-09-12;CUST_01280;+79999203901;user_1280_314@example.com;SportActive;online_app;4;34188.46;3418.85;30769.61;14769.41;250.0;0.0;completed
ORD-0000994;2025-09-13;CUST_00446;+79991202450;;SportActive;online_app;1;9551.31;1910.26;7641.05;3667.7;250.0;1639.06;returned
ORD-0001326;2025-09-13;CUST_00574;+79999971338;user_574_738@example.com;UrbanStyle;online_site;3;19785.13;0.0;19785.13;8309.75;350.0;0.0;completed
ORD-0001473;2025-09-13;CUST_00636;+79999167227;user_636_144@example.com;UrbanStyle;online_site;3;28420.31;2842.03;25578.28;10742.88;350.0;0.0;completed
ORD-0002076;2025-09-13;CUST_00905;+79999417612;;UrbanStyle;online_app;2;15339.87;766.99;14572.88;6120.61;250.0;1264.97;completed
ORD-0002278;2025-09-13;CUST_00983;;user_983_820@example.com;SportActive;online_app;1;11653.43;1748.01;9905.42;4754.6;250.0;0.0;completed
ORD-0002720;2025-09-13;CUST_01177;+79997102492;;SportActive;online_site;4;50087.2;7513.08;42574.12;20435.58;350.0;1681.54;completed
ORD-0003105;2025-09-13;CUST_01339;+79994429016;;SportActive;offline_pos;4;35921.4;7184.28;28737.12;13793.82;0.0;1216.8;completed
ORD-0000701;2025-09-14;CUST_00303;+79997370211;user_303_504@example.com;SportActive;online_site;1;10087.91;2017.58;8070.33;3873.76;350.0;0.0;completed
ORD-0000852;2025-09-14;CUST_00370;+79997682298;user_370_178@example.com;UrbanStyle;offline_pos;4;39113.97;0.0;39113.97;16427.87;0.0;0.0;completed
ORD-0000898;2025-09-14;CUST_00397;+79999099554;;UrbanStyle;offline_pos;2;14002.67;2800.53;11202.14;4704.9;0.0;1525.24;completed
ORD-0001152;2025-09-14;CUST_00506;+79992488575;;SportActive;online_site;1;11321.07;1132.11;10188.96;4890.7;350.0;0.0;completed
ORD-0001764;2025-09-14;CUST_00768;+79999488562;;SportActive;offline_pos;4;45898.24;0.0;45898.24;22031.16;0.0;0.0;completed
ORD-0001867;2025-09-14;CUST_00814;+79995323142;;SportActive;online_site;3;33959.97;5094.0;28865.97;13855.67;350.0;1659.18;completed
ORD-0001984;2025-09-14;CUST_00869;+79999111313;user_869_850@example.com;SportActive;offline_pos;4;45788.77;0.0;45788.77;21978.61;0.0;1129.04;completed
ORD-0002619;2025-09-14;CUST_01129;+79993074573;user_1129_457@example.com;UrbanStyle;online_site;2;14818.36;2963.67;11854.69;4978.97;350.0;0.0;completed
ORD-0003225;2025-09-14;CUST_01394;+79993119085;user_1394_632@example.com;UrbanStyle;online_site;4;36851.83;7370.37;29481.46;12382.21;350.0;0.0;returned
ORD-0000018;2025-09-15;CUST_00011;+79994684531;user_11_801@example.com;UrbanStyle;online_app;1;7665.0;383.25;7281.75;3058.34;250.0;0.0;returned
ORD-0000080;2025-09-15;CUST_00040;+79991954280;user_40_620@example.com;UrbanStyle;online_site;3;28685.62;4302.84;24382.78;10240.77;350.0;971.79;completed
ORD-0000839;2025-09-15;CUST_00362;;user_362_209@example.com;SportActive;online_site;1;13192.78;0.0;13192.78;6332.53;350.0;1317.11;completed
ORD-0001484;2025-09-15;CUST_00644;;user_644_408@example.com;SportActive;online_site;3;32205.15;0.0;32205.15;15458.47;350.0;1444.18;completed
ORD-0002661;2025-09-15;CUST_01148;;user_1148_573@example.com;UrbanStyle;online_app;4;41337.93;4133.79;37204.14;15625.74;250.0;1349.21;completed
ORD-0002814;2025-09-15;CUST_01225;+79995113127;;SportActive;offline_pos;1;12472.61;623.63;11848.98;5687.51;0.0;0.0;completed
ORD-0003299;2025-09-15;CUST_01419;;user_1419_768@example.com;UrbanStyle;online_site;3;23041.82;0.0;23041.82;9677.56;350.0;0.0;completed
ORD-0000006;2025-09-16;CUST_00003;+79998038374;user_3_325@example.com;SportActive;online_site;1;10047.53;0.0;10047.53;4822.81;350.0;1706.03;completed
ORD-0000657;2025-09-16;CUST_00287;+79992993318;user_287_231@example.com;SportActive;online_site;4;36918.94;3691.89;33227.05;15948.98;350.0;1655.52;completed
ORD-0002413;2025-09-16;CUST_01044;+79991234617;;UrbanStyle;online_app;3;28651.78;1432.59;27219.19;11432.06;250.0;991.81;completed
ORD-0002417;2025-09-16;CUST_01046;+79994105895;user_1046_550@example.com;SportActive;offline_pos;1;9580.58;479.03;9101.55;4368.74;0.0;1295.9;completed
ORD-0003330;2025-09-16;CUST_01435;+79991804690;user_1435_274@example.com;UrbanStyle;offline_pos;3;22829.26;1141.46;21687.8;9108.88;0.0;0.0;completed
ORD-0000512;2025-09-17;CUST_00224;+79999833734;user_224_138@example.com;SportActive;online_app;3;35514.74;5327.21;30187.53;14490.01;250.0;1082.43;completed
ORD-0001521;2025-09-17;CUST_00660;;user_660_887@example.com;UrbanStyle;online_site;3;22793.85;0.0;22793.85;9573.42;350.0;1621.29;completed
ORD-0001614;2025-09-17;CUST_00704;+79995142269;;UrbanStyle;online_app;3;28413.71;0.0;28413.71;11933.76;250.0;1585.28;returned
ORD-0002713;2025-09-17;CUST_01174;+79992776570;user_1174_900@example.com;SportActive;online_site;3;33307.51;6661.5;26646.01;12790.08;350.0;0.0;completed
ORD-0002943;2025-09-17;CUST_01272;+79995766421;;UrbanStyle;online_site;3;29000.7;0.0;29000.7;12180.29;350.0;0.0;completed
ORD-0002999;2025-09-17;CUST_01297;+79998007639;user_1297_314@example.com;UrbanStyle;offline_pos;2;13443.07;2688.61;10754.46;4516.87;0.0;0.0;completed
ORD-0000340;2025-09-18;CUST_00148;+79993401116;;UrbanStyle;online_app;2;16447.3;1644.73;14802.57;6217.08;250.0;0.0;completed
ORD-0000632;2025-09-18;CUST_00270;;user_270_268@example.com;UrbanStyle;online_site;1;10530.5;526.52;10003.98;4201.67;350.0;0.0;completed
ORD-0002801;2025-09-18;CUST_01221;+79992930745;user_1221_375@example.com;UrbanStyle;offline_pos;3;30943.56;4641.53;26302.03;11046.85;0.0;1202.6;completed
ORD-0003137;2025-09-18;CUST_01357;+79997177044;user_1357_813@example.com;UrbanStyle;online_site;3;28366.58;1418.33;26948.25;11318.26;350.0;1504.77;completed
ORD-0003152;2025-09-18;CUST_01363;+79992491048;user_1363_211@example.com;SportActive;online_site;4;48558.99;9711.8;38847.19;18646.65;350.0;0.0;completed
ORD-0003238;2025-09-18;CUST_01396;+79995754542;user_1396_249@example.com;SportActive;offline_pos;2;25456.67;2545.67;22911.0;10997.28;0.0;0.0;completed
ORD-0003281;2025-09-18;CUST_01413;+79999044647;user_1413_380@example.com;SportActive;online_app;1;11122.9;556.14;10566.76;5072.04;250.0;1353.39;completed
ORD-0003335;2025-09-18;CUST_01438;+79997210098;user_1438_824@example.com;SportActive;online_app;3;36320.61;7264.12;29056.49;13947.12;250.0;0.0;completed
ORD-0000154;2025-09-19;CUST_00069;+79993846949;user_69_774@example.com;UrbanStyle;online_site;2;15477.63;3095.53;12382.1;5200.48;350.0;1089.69;completed
ORD-0000737;2025-09-19;CUST_00315;;user_315_835@example.com;UrbanStyle;online_site;3;29856.49;2985.65;26870.84;11285.75;350.0;0.0;completed
ORD-0001024;2025-09-19;CUST_00459;+79993799805;user_459_476@example.com;UrbanStyle;online_app;1;8508.41;425.42;8082.99;3394.86;250.0;1717.59;completed
ORD-0001604;2025-09-19;CUST_00699;+79993843451;;SportActive;online_app;4;44899.87;2244.99;42654.88;20474.34;250.0;1454.32;completed
ORD-0001609;2025-09-19;CUST_00701;+79994360650;user_701_630@example.com;UrbanStyle;online_site;2;19082.91;954.15;18128.76;7614.08;350.0;0.0;completed
ORD-0001646;2025-09-19;CUST_00715;+79993151610;;UrbanStyle;offline_pos;2;15447.92;3089.58;12358.34;5190.5;0.0;1199.62;completed
ORD-0001685;2025-09-19;CUST_00729;+79992315459;user_729_490@example.com;UrbanStyle;online_app;1;9809.01;980.9;8828.11;3707.81;250.0;1047.3;completed
ORD-0001975;2025-09-19;CUST_00865;+79997535837;user_865_291@example.com;UrbanStyle;offline_pos;3;30043.76;3004.38;27039.38;11356.54;0.0;0.0;completed
ORD-0003389;2025-09-19;CUST_01470;+79992846415;;UrbanStyle;online_app;3;20760.19;1038.01;19722.18;8283.32;250.0;1328.22;completed
ORD-0000818;2025-09-20;CUST_00352;+79998876742;user_352_879@example.com;SportActive;online_site;2;16981.06;849.05;16132.01;7743.36;350.0;1720.49;completed
ORD-0001262;2025-09-20;CUST_00546;;user_546_885@example.com;SportActive;online_site;1;12332.17;1233.22;11098.95;5327.5;350.0;1350.54;completed
ORD-0001427;2025-09-20;CUST_00614;+79996266549;user_614_828@example.com;SportActive;online_app;2;19442.73;0.0;19442.73;9332.51;250.0;1196.56;completed
ORD-0001492;2025-09-20;CUST_00650;+79998181112;;SportActive;online_app;4;41415.08;4141.51;37273.57;17891.31;250.0;1412.26;cancelled
ORD-0001619;2025-09-20;CUST_00705;+79995196677;;UrbanStyle;offline_pos;1;9538.71;0.0;9538.71;4006.26;0.0;1688.55;completed
ORD-0001629;2025-09-20;CUST_00709;+79996737688;;UrbanStyle;online_site;4;41694.44;2084.72;39609.72;16636.08;350.0;0.0;completed
ORD-0002651;2025-09-20;CUST_01141;;user_1141_587@example.com;UrbanStyle;online_site;3;24684.3;1234.22;23450.08;9849.03;350.0;1305.15;completed
ORD-0002656;2025-09-20;CUST_01143;+79994761958;user_1143_763@example.com;SportActive;online_app;1;8633.71;1726.74;6906.97;3315.35;250.0;1317.73;completed
ORD-0000048;2025-09-21;CUST_00029;+79994594297;user_29_652@example.com;UrbanStyle;online_site;1;9340.98;1401.15;7939.83;3334.73;350.0;1272.65;completed
ORD-0000649;2025-09-21;CUST_00282;+79999344488;user_282_123@example.com;UrbanStyle;online_app;4;30143.74;6028.75;24114.99;10128.3;250.0;1347.91;completed
ORD-0001059;2025-09-21;CUST_00470;+79995694689;;UrbanStyle;online_app;3;20842.11;4168.42;16673.69;7002.95;250.0;0.0;completed
ORD-0002164;2025-09-21;CUST_00939;+79999021848;user_939_546@example.com;UrbanStyle;online_site;4;26253.1;2625.31;23627.79;9923.67;350.0;1496.36;completed
ORD-0002511;2025-09-21;CUST_01090;+79993358208;user_1090_341@example.com;UrbanStyle;online_site;4;41638.27;2081.91;39556.36;16613.67;350.0;0.0;completed
ORD-0002711;2025-09-21;CUST_01173;+79991845941;;SportActive;online_site;3;33499.25;0.0;33499.25;16079.64;350.0;1638.56;completed
ORD-0003361;2025-09-21;CUST_01454;+79999177419;user_1454_107@example.com;UrbanStyle;offline_pos;1;7648.68;382.43;7266.25;3051.82;0.0;1112.83;completed
ORD-0000676;2025-09-22;CUST_00293;+79991447065;user_293_711@example.com;UrbanStyle;online_site;2;20748.15;3112.22;17635.93;7407.09;350.0;0.0;completed
ORD-0001020;2025-09-22;CUST_00456;+79993801173;user_456_480@example.com;UrbanStyle;online_site;2;14584.21;0.0;14584.21;6125.37;350.0;1000.33;completed
ORD-0001162;2025-09-22;CUST_00511;+79992756994;user_511_175@example.com;SportActive;online_site;4;36888.5;3688.85;33199.65;15935.83;350.0;0.0;completed
ORD-0001547;2025-09-22;CUST_00670;+79994739628;user_670_628@example.com;UrbanStyle;online_app;2;17197.2;1719.72;15477.48;6500.54;250.0;1137.07;completed
ORD-0002073;2025-09-22;CUST_00902;+79998327199;user_902_239@example.com;UrbanStyle;online_site;3;22215.38;4443.08;17772.3;7464.37;350.0;0.0;completed
ORD-0003295;2025-09-22;CUST_01418;+79994018851;user_1418_105@example.com;UrbanStyle;online_site;1;8447.74;0.0;8447.74;3548.05;350.0;0.0;completed
ORD-0003402;2025-09-22;CUST_01476;+79993341165;;UrbanStyle;online_app;2;19325.37;966.27;18359.1;7710.82;250.0;0.0;completed
ORD-0000664;2025-09-23;CUST_00290;+79999648751;user_290_243@example.com;SportActive;online_site;3;32182.19;4827.33;27354.86;13130.33;350.0;1761.75;cancelled
ORD-0001365;2025-09-23;CUST_00588;+79997471232;user_588_806@example.com;UrbanStyle;online_app;4;34504.58;5175.69;29328.89;12318.13;250.0;0.0;completed
ORD-0001462;2025-09-23;CUST_00632;+79999900294;user_632_586@example.com;SportActive;online_app;4;47070.33;4707.03;42363.3;20334.38;250.0;0.0;completed
ORD-0002054;2025-09-23;CUST_00896;+79999563491;user_896_513@example.com;UrbanStyle;online_app;4;26072.95;2607.3;23465.65;9855.57;250.0;0.0;returned
ORD-0002336;2025-09-23;CUST_01010;+79993764314;;SportActive;offline_pos;3;31952.25;3195.23;28757.02;13803.37;0.0;0.0;completed
ORD-0002918;2025-09-23;CUST_01264;+79991961630;user_1264_343@example.com;SportActive;offline_pos;4;41869.68;0.0;41869.68;20097.45;0.0;1053.57;returned
ORD-0003310;2025-09-23;CUST_01422;;user_1422_555@example.com;UrbanStyle;online_site;2;14915.16;0.0;14915.16;6264.37;350.0;1604.11;completed
ORD-0000164;2025-09-24;CUST_00073;+79991093026;;SportActive;offline_pos;1;11170.3;0.0;11170.3;5361.74;0.0;0.0;completed
ORD-0001062;2025-09-24;CUST_00471;+79998691649;user_471_865@example.com;UrbanStyle;online_site;1;9716.31;971.63;8744.68;3672.77;350.0;1450.79;completed
ORD-0001920;2025-09-24;CUST_00834;+79999673311;user_834_245@example.com;UrbanStyle;online_site;3;21886.03;0.0;21886.03;9192.13;350.0;0.0;completed
ORD-0002108;2025-09-24;CUST_00917;;user_917_451@example.com;SportActive;online_app;4;36409.99;0.0;36409.99;17476.8;250.0;0.0;cancelled
ORD-0002121;2025-09-24;CUST_00921;;user_921_339@example.com;UrbanStyle;online_app;4;27582.7;1379.14;26203.56;11005.5;250.0;0.0;cancelled
ORD-0002131;2025-09-24;CUST_00926;;user_926_420@example.com;UrbanStyle;online_site;3;27959.1;1397.95;26561.15;11155.68;350.0;1125.96;completed
ORD-0003038;2025-09-24;CUST_01312;+79995990361;user_1312_500@example.com;SportActive;online_site;3;36830.55;7366.11;29464.44;14142.93;350.0;0.0;returned
ORD-0003215;2025-09-24;CUST_01391;+79999912808;;SportActive;online_site;2;22369.97;3355.5;19014.47;9126.95;350.0;0.0;completed
ORD-0003318;2025-09-24;CUST_01429;;user_1429_719@example.com;UrbanStyle;online_app;2;19391.39;3878.28;15513.11;6515.51;250.0;0.0;completed
ORD-0000087;2025-09-25;CUST_00043;+79996271130;;UrbanStyle;offline_pos;2;18646.59;0.0;18646.59;7831.57;0.0;1774.59;returned
ORD-0000778;2025-09-25;CUST_00332;+79997333337;user_332_484@example.com;UrbanStyle;online_app;3;19812.72;2971.91;16840.81;7073.14;250.0;0.0;completed
ORD-0002128;2025-09-25;CUST_00924;+79995573311;user_924_443@example.com;UrbanStyle;online_app;3;20346.42;3051.96;17294.46;7263.67;250.0;0.0;completed
ORD-0002403;2025-09-25;CUST_01036;+79996111753;user_1036_129@example.com;SportActive;online_site;1;12568.66;1256.87;11311.79;5429.66;350.0;1505.88;completed
ORD-0002785;2025-09-25;CUST_01210;+79993778554;user_1210_824@example.com;UrbanStyle;online_site;3;28159.12;2815.91;25343.21;10644.15;350.0;0.0;completed
ORD-0000679;2025-09-26;CUST_00295;+79997378535;user_295_251@example.com;SportActive;online_site;2;16941.52;847.08;16094.44;7725.33;350.0;1385.12;completed
ORD-0000731;2025-09-26;CUST_00314;+79999459284;user_314_579@example.com;UrbanStyle;online_app;2;17224.95;861.25;16363.7;6872.75;250.0;1193.2;completed
ORD-0000746;2025-09-26;CUST_00319;+79991191859;user_319_367@example.com;UrbanStyle;online_site;1;10307.54;1030.75;9276.79;3896.25;350.0;0.0;completed
ORD-0001023;2025-09-26;CUST_00458;;user_458_690@example.com;UrbanStyle;online_site;2;13974.31;0.0;13974.31;5869.21;350.0;1443.79;completed
ORD-0002453;2025-09-26;CUST_01063;+79998711752;;UrbanStyle;offline_pos;3;29379.76;4406.96;24972.8;10488.58;0.0;0.0;completed
ORD-0002476;2025-09-26;CUST_01073;+79999193298;;UrbanStyle;online_site;3;25537.31;5107.46;20429.85;8580.54;350.0;0.0;completed
ORD-0002927;2025-09-26;CUST_01266;;user_1266_714@example.com;UrbanStyle;online_site;4;36368.1;3636.81;32731.29;13747.14;350.0;0.0;completed
