Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Месяц
06.01.2022;2239;;4 587;completed;Avalopez33@outlook.com;44447;9;3;2000.0;587.0;2000.0;13
18.10.2021;2593;;2 577;completed;Isabellasmith0@yandex.ru;44376;6;3;587.0;1100.0;890.0;10
09.11.2021;2546;;6 115;completed;Emmamoore1987@yandex.ru;44509;11;3;890.0;325.0;4900.0;11
18.09.2021;4011;;2 790;completed;Charlottethomas69@yahoo.com;44257;3;3;1100.0;800.0;890.0;9
27.03.2021;1611;;6 087;returned;olivermartinez2007@gmail.com;44282;3;3;3500.0;2000.0;587.0;3
13.02.2022;3114;;1 100;returned;isabellathomas66@gmail.com;44413;8;1;;1100.0;;14
04.01.2022;2397;;1 125;completed;Lucasanderson66@yandex.ru;44565;13;2;325.0;800.0;;13
25.07.2021;2555;;0;completed;Williamtaylor0@outlook.com;44402;7;0;;;;7
07.11.2021;4166;;10 300;completed;Sophiabrown66@gmail.com;44261;3;3;1900.0;3500.0;4900.0;11
28.10.2021;3875;;1 130;returned;Alexanderanderson33@mail.ru;44274;3;2;240.0;890.0;;10
27.04.2021;3282;;3 890;completed;Charlotteanderson66@gmail.com;44313;4;3;1100.0;1900.0;890.0;4
09.03.2021;4152;;3 040;completed;Liamlopez66@yandex.ru;44264;3;3;240.0;2000.0;800.0;3
06.08.2021;3930;;10 300;completed;Avabrown0@yandex.ru;44414;8;3;4900.0;1900.0;3500.0;8
26.06.2021;2760;;3 687;completed;Charlottewilliams0@yandex.ru;44373;6;3;2000.0;587.0;1100.0;6
03.02.2022;4122;;827;completed;Lucaswilliams33@mail.ru;44278;3;2;587.0;;240.0;14
29.03.2021;1388;;9 290;completed;lucasjackson88@gmail.com;44284;3;3;4900.0;890.0;3500.0;3
22.08.2021;2166;;4 800;completed;Sophiaanderson1993@yandex.ru;44309;4;3;2000.0;2000.0;800.0;8
14.07.2021;2256;;3 090;completed;Avasmith0@yandex.ru;44391;7;3;890.0;1100.0;1100.0;7
02.03.2021;3505;;6 287;completed;Isabellamartinez1987@mail.ru;44257;3;3;587.0;800.0;4900.0;3
11.02.2022;2177;;1 687;completed;Liamtaylor0@yahoo.com;44471;10;2;;1100.0;587.0;14
07.01.2022;1636;;2 465;completed;Alexanderjackson13@mail.ru;44568;13;3;1900.0;240.0;325.0;13
01.10.2021;2536;;2 480;returned;Lucassmith1993@yahoo.com;44244;2;3;2000.0;240.0;240.0;10
23.05.2021;3965;;2 940;completed;isabellamoore0@gmail.com;44339;5;3;240.0;800.0;1900.0;5
06.11.2021;2456;;2 020;completed;Charlottebrown66@outlook.com;44506;11;3;890.0;890.0;240.0;11
09.11.2021;4190;;4 625;completed;Alexanderjackson66@yahoo.com;44363;6;3;3500.0;325.0;800.0;11
30.03.2021;2203;;5 190;completed;Alexanderwilliams1993@mail.ru;44285;3;3;3500.0;800.0;890.0;3
14.09.2021;3458;;1 687;completed;Alexanderbrown33@yandex.ru;44453;9;2;;1100.0;587.0;9
17.02.2021;1887;;6 590;completed;Olivermoore0@outlook.com;44244;2;3;800.0;890.0;4900.0;2
28.03.2021;1591;;6 087;returned;Liammartinez1993@outlook.com;44260;3;3;2000.0;3500.0;587.0;3
27.01.2022;3697;;1 712;returned;Oliverbrown33@yahoo.com;44462;9;3;800.0;587.0;325.0;13
21.02.2021;2292;;6 377;completed;Oliverwilliams13@outlook.com;44248;2;3;4900.0;587.0;890.0;2
28.11.2021;3448;;5 140;completed;emmamoore2007@gmail.com;44289;4;2;4900.0;240.0;;11
21.09.2021;2345;;6 890;completed;Williamjackson88@gmail.com;44371;6;3;4900.0;1100.0;890.0;9
24.02.2021;2252;;4 540;completed;Lucasmoore0@gmail.com;44251;2;3;3500.0;800.0;240.0;2
30.12.2021;2301;;6 377;completed;Charlottelopez1993@outlook.com;44392;7;3;890.0;587.0;4900.0;12
06.05.2021;3278;;3 030;completed;Isabellabrown2007@outlook.com;44322;5;3;890.0;240.0;1900.0;5
19.06.2021;3321;;325;completed;Emmalopez2007@yandex.ru;44282;3;1;325.0;;;6
28.01.2022;3203;;3 240;completed;olivermoore13@gmail.com;44409;8;3;1900.0;1100.0;240.0;13
21.05.2021;2480;;5 700;completed;Sophiajackson13@outlook.com;44337;5;3;1900.0;1900.0;1900.0;5
15.07.2021;2301;;6 600;completed;Charlottelopez1993@outlook.com;44392;7;3;3500.0;2000.0;1100.0;7
12.07.2021;1538;;1 930;completed;Emmajackson69@outlook.com;44389;7;3;800.0;890.0;240.0;7
16.02.2021;1460;;5 940;completed;Liamanderson69@outlook.com;44243;2;3;800.0;240.0;4900.0;2
26.02.2021;2613;;1 712;completed;oliverwilliams1993@gmail.com;44253;2;3;587.0;325.0;800.0;2
31.05.2021;1787;;2 012;completed;Alexandersmith1993@yandex.ru;44347;5;3;587.0;1100.0;325.0;5
26.06.2021;3231;;4 690;completed;Isabellamoore1993@yahoo.com;44373;6;3;1900.0;890.0;1900.0;6
19.08.2021;4119;;5 190;completed;Charlotteanderson2007@outlook.com;44427;8;3;890.0;3500.0;800.0;8
28.07.2021;1468;;6 287;completed;Liambrown13@yandex.ru;44325;5;3;4900.0;800.0;587.0;7
08.03.2021;3346;;5 487;completed;Emmajackson1993@yahoo.com;44263;3;2;;587.0;4900.0;3
07.08.2021;1483;;2 727;returned;Charlottemoore13@outlook.com;44415;8;3;1900.0;240.0;587.0;8
09.08.2021;3345;;4 790;returned;Charlottejackson1987@mail.ru;44417;8;3;890.0;2000.0;1900.0;8
01.06.2021;3153;;2 790;completed;alexanderanderson1987@gmail.com;44306;4;2;1900.0;890.0;;6
01.10.2021;3725;;1 365;completed;Lucasanderson33@mail.ru;44470;10;3;800.0;240.0;325.0;10
13.01.2022;3253;;6 680;completed;Avajackson2007@outlook.com;44574;13;3;890.0;4900.0;890.0;13
26.08.2021;2031;;890;completed;Avabrown2007@yandex.ru;44434;8;3;325.0;325.0;240.0;8
30.04.2021;3980;;6 900;completed;Sophiawilliams0@mail.ru;44316;4;2;4900.0;2000.0;;4
16.05.2021;3247;;5 940;completed;Liamtaylor1987@mail.ru;44332;5;3;4900.0;240.0;800.0;5
23.02.2021;1402;;1 627;returned;williamthomas88@gmail.com;44250;2;3;800.0;587.0;240.0;2
02.11.2021;3071;;827;returned;liamwilliams88@gmail.com;44418;8;2;;240.0;587.0;11
29.10.2021;2867;;3 587;completed;Olivermartinez2007@yahoo.com;44498;10;3;1900.0;1100.0;587.0;10
13.03.2021;1816;;2 000;completed;Alexandermartinez13@yandex.ru;44268;3;1;2000.0;;;3
06.10.2021;3601;;3 215;returned;Liambrown2007@yahoo.com;44319;5;3;2000.0;325.0;890.0;10
17.04.2021;2638;;2 587;completed;Sophiabrown69@mail.ru;44303;4;2;2000.0;;587.0;4
28.04.2021;2752;;4 925;completed;avaanderson12@gmail.com;44314;4;3;3500.0;325.0;1100.0;4
30.12.2021;3078;;3 377;completed;Alexanderanderson13@yandex.ru;44441;9;3;587.0;890.0;1900.0;12
20.06.2021;1442;;4 390;completed;Sophiataylor0@outlook.com;44367;6;2;890.0;3500.0;;6
14.04.2021;1410;;827;returned;Isabellaanderson88@mail.ru;44272;3;2;;587.0;240.0;4
24.07.2021;3873;;6 377;returned;Oliverwilliams1987@mail.ru;44401;7;3;587.0;890.0;4900.0;7
07.12.2021;2572;;4 390;completed;Liamthomas66@yandex.ru;44281;3;2;;890.0;3500.0;12
01.05.2021;2049;;5 725;completed;isabellathomas0@gmail.com;44317;5;3;1900.0;3500.0;325.0;5
08.06.2021;3389;;1 040;completed;Alexandersmith88@outlook.com;44355;6;2;800.0;240.0;;6
09.05.2021;2888;;10 125;completed;Sophiajackson2007@yahoo.com;44325;5;3;325.0;4900.0;4900.0;5
12.01.2022;3599;;565;completed;charlottejackson66@gmail.com;44306;4;2;240.0;325.0;;13
12.03.2021;2609;;4 540;completed;Avathomas0@yahoo.com;44267;3;3;3500.0;240.0;800.0;3
27.11.2021;2720;;6 287;completed;oliverwilliams12@gmail.com;44527;11;3;4900.0;800.0;587.0;11
26.02.2021;1893;;4 900;completed;Charlottemoore1987@outlook.com;44253;2;1;4900.0;;;2
18.06.2021;2927;;3 240;returned;avamartinez66@gmail.com;44271;3;3;1100.0;1900.0;240.0;6
31.07.2021;1903;;4 900;completed;oliverlopez88@gmail.com;44263;3;3;1900.0;1100.0;1900.0;7
05.05.2021;1808;;4 790;completed;Liamanderson0@outlook.com;44292;4;3;890.0;1900.0;2000.0;5
03.02.2022;4185;;1 780;completed;Avaanderson2007@yandex.ru;44268;3;2;890.0;890.0;;14
04.09.2021;1558;;650;completed;Sophiamoore66@mail.ru;44361;6;2;;325.0;325.0;9
13.08.2021;1754;;3 377;completed;Charlotteanderson69@yahoo.com;44421;8;3;1900.0;587.0;890.0;8
12.07.2021;2964;;6 290;completed;Isabellabrown1993@yahoo.com;44338;5;3;1900.0;3500.0;890.0;7
03.03.2021;1383;;10 125;completed;lucastaylor1993@gmail.com;44248;2;3;4900.0;4900.0;325.0;3
02.01.2022;3355;;4 690;completed;Oliversmith66@yahoo.com;44507;11;3;890.0;1900.0;1900.0;13
14.10.2021;1587;;4 587;completed;Oliverthomas33@mail.ru;44249;2;3;587.0;2000.0;2000.0;10
02.11.2021;3901;;8 640;completed;sophiamoore1987@gmail.com;44449;9;3;3500.0;4900.0;240.0;11
21.02.2021;3049;;2 277;completed;Alexandersmith66@yahoo.com;44248;2;3;587.0;800.0;890.0;2
10.04.2021;2602;;5 700;completed;Avathomas88@yandex.ru;44296;4;2;4900.0;;800.0;4
28.03.2021;2922;;2 700;returned;Sophiawilliams88@yahoo.com;44283;3;2;;800.0;1900.0;3
05.09.2021;1529;;2 487;completed;emmataylor66@gmail.com;44444;9;2;587.0;1900.0;;9
13.02.2022;3319;;1 990;completed;Charlotteanderson66@outlook.com;44605;14;2;;1100.0;890.0;14
08.08.2021;1390;;3 174;completed;Isabellajackson13@outlook.com;44416;8;3;587.0;2000.0;587.0;8
26.05.2021;2499;;4 065;completed;Liamjackson2007@mail.ru;44342;5;3;240.0;325.0;3500.0;5
09.06.2021;3763;;2 020;completed;Sophiamartinez0@yahoo.com;44356;6;3;890.0;240.0;890.0;6
26.04.2021;1344;;8 987;returned;Sophiataylor33@outlook.com;44312;4;3;3500.0;4900.0;587.0;4
30.07.2021;4097;;7 900;completed;Alexandertaylor13@yahoo.com;44256;3;3;1900.0;1100.0;4900.0;7
03.02.2022;4082;;3 287;completed;Isabellabrown2007@yahoo.com;44253;2;3;1900.0;587.0;800.0;14
26.06.2021;2359;;4 715;completed;Sophiawilliams12@mail.ru;44373;6;3;3500.0;890.0;325.0;6
17.08.2021;1378;;4 487;completed;Isabellamartinez66@mail.ru;44425;8;3;2000.0;587.0;1900.0;8
18.09.2021;3289;;2 240;completed;Liamjackson1993@yandex.ru;44305;4;2;;2000.0;240.0;9
16.11.2021;3571;;3 025;completed;lucasmoore33@gmail.com;44272;3;3;325.0;1900.0;800.0;11
02.04.2021;2295;;7 587;completed;Williamwilliams69@yandex.ru;44288;4;3;3500.0;3500.0;587.0;4
18.04.2021;1282;;4 140;completed;isabellathomas1993@gmail.com;44304;4;3;1900.0;240.0;2000.0;4
20.02.2021;3966;;4 840;completed;avajackson88@gmail.com;44247;2;3;240.0;1100.0;3500.0;2
05.07.2021;3049;;5 190;completed;Alexandersmith66@yahoo.com;44248;2;3;3500.0;890.0;800.0;7
15.07.2021;3653;;3 425;completed;Alexanderjackson66@yahoo.com;44253;2;3;2000.0;1100.0;325.0;7
11.03.2021;2011;;4 150;completed;Isabellasmith12@outlook.com;44266;3;3;325.0;3500.0;325.0;3
19.03.2021;2234;;6 900;completed;Lucassmith66@yandex.ru;44274;3;2;4900.0;2000.0;;3
10.05.2021;2691;;7 225;completed;Avaanderson33@yahoo.com;44326;5;3;2000.0;4900.0;325.0;5
02.08.2021;1649;;5 225;completed;williamwilliams13@gmail.com;44410;8;2;325.0;4900.0;;8
25.01.2022;2218;;3 500;completed;Oliverjackson66@mail.ru;44586;13;3;800.0;800.0;1900.0;13
20.12.2021;2339;;7 600;completed;Avawilliams69@yandex.ru;44305;4;3;4900.0;800.0;1900.0;12
24.04.2021;4136;;4 587;completed;Williamtaylor0@yandex.ru;44310;4;3;2000.0;587.0;2000.0;4
02.11.2021;3152;;3 690;completed;Williammartinez69@mail.ru;44502;11;3;890.0;800.0;2000.0;11
30.12.2021;3607;;3 587;completed;Sophiabrown13@yandex.ru;44560;12;3;1900.0;1100.0;587.0;12
26.12.2021;1326;;2 277;completed;Avaanderson1987@mail.ru;44391;7;3;890.0;800.0;587.0;12
08.06.2021;1906;;5 700;completed;Olivertaylor1987@mail.ru;44339;5;2;4900.0;800.0;;6
31.07.2021;2797;;1 340;completed;avawilliams2007@yahoo.com;44348;6;2;240.0;;1100.0;7
29.10.2021;3940;;4 225;returned;Avaanderson88@yandex.ru;44498;10;3;1900.0;325.0;2000.0;10
31.08.2021;2610;;3 980;completed;Emmasmith33@yahoo.com;44439;8;3;240.0;3500.0;240.0;8
04.09.2021;1829;;5 400;completed;Emmalopez33@mail.ru;44443;9;3;3500.0;1100.0;800.0;9
22.03.2021;1781;;5 000;completed;Avalopez2007@yahoo.com;44277;3;3;2000.0;1900.0;1100.0;3
07.08.2021;2752;;10 600;completed;avaanderson12@gmail.com;44314;4;3;800.0;4900.0;4900.0;8
16.07.2021;1285;;3 800;completed;Sophiabrown1987@outlook.com;44267;3;3;800.0;1900.0;1100.0;7
02.04.2021;2081;;7 300;completed;Liamthomas13@outlook.com;44288;4;3;1900.0;1900.0;3500.0;4
24.04.2021;1353;;4 300;completed;Avasmith0@yandex.ru;44310;4;2;800.0;3500.0;;4
03.04.2021;3829;;1 450;completed;Oliverbrown33@yandex.ru;44289;4;3;325.0;800.0;325.0;4
19.09.2021;4204;;2 015;completed;olivermartinez13@gmail.com;44458;9;3;325.0;800.0;890.0;9
10.02.2022;2529;;2 325;completed;Avataylor1987@yandex.ru;44545;12;2;2000.0;325.0;;14
13.11.2021;4132;;3 040;completed;Sophiabrown13@yahoo.com;44464;9;3;240.0;800.0;2000.0;11
30.07.2021;3309;;3 000;completed;charlottebrown2007@yahoo.com;44407;7;2;1900.0;;1100.0;7
20.05.2021;2562;;3 590;completed;Liammoore13@yahoo.com;44336;5;3;890.0;800.0;1900.0;5
09.07.2021;3415;;2 064;completed;Avalopez1987@yahoo.com;44386;7;3;587.0;890.0;587.0;7
10.03.2021;1557;;4 900;completed;Emmawilliams1987@outlook.com;44265;3;1;;;4900.0;3
12.04.2021;2976;;2 487;returned;Emmataylor2007@yandex.ru;44298;4;2;1900.0;587.0;;4
28.08.2021;4153;;13 300;completed;Isabellamartinez2007@outlook.com;44436;8;3;4900.0;3500.0;4900.0;8
18.04.2021;2143;;6 890;completed;Avawilliams13@mail.ru;44304;4;3;1100.0;4900.0;890.0;4
10.10.2021;3080;;5 380;completed;Isabellasmith1993@yahoo.com;44479;10;3;4900.0;240.0;240.0;10
16.04.2021;1794;;4 840;completed;Avaanderson66@yandex.ru;44302;4;3;240.0;3500.0;1100.0;4
18.01.2022;3324;;3 090;completed;oliverbrown13@gmail.com;44460;9;3;1100.0;890.0;1100.0;13
01.06.2021;2007;;9 290;completed;Lucasanderson33@yandex.ru;44348;6;3;890.0;4900.0;3500.0;6
24.07.2021;3017;;1 927;returned;isabellathomas1987@gmail.com;44258;3;3;240.0;587.0;1100.0;7
21.10.2021;4127;;9 200;completed;Avataylor2007@outlook.com;44258;3;3;800.0;4900.0;3500.0;10
02.04.2021;1286;;7 487;completed;williamwilliams1987@gmail.com;44288;4;3;587.0;2000.0;4900.0;4
27.09.2021;3093;;3 587;completed;Charlottethomas69@yahoo.com;44466;9;3;1900.0;587.0;1100.0;9
11.05.2021;2525;;1 450;completed;alexandermartinez2007@gmail.com;44327;5;3;800.0;325.0;325.0;5
17.06.2021;1279;;2 727;completed;Alexanderthomas33@outlook.com;44274;3;3;1900.0;240.0;587.0;6
21.12.2021;2499;;3 900;completed;Liamjackson2007@mail.ru;44342;5;2;2000.0;1900.0;;12
28.04.2021;3365;;8 400;completed;Avajackson12@yahoo.com;44314;4;2;;3500.0;4900.0;4
17.11.2021;2638;;3 477;completed;Sophiabrown69@mail.ru;44303;4;3;890.0;2000.0;587.0;11
02.01.2022;3041;;10 300;completed;Lucaslopez33@yahoo.com;44414;8;3;4900.0;3500.0;1900.0;13
22.12.2021;3621;;3 377;completed;Avalopez1987@yahoo.com;44551;12;3;587.0;1900.0;890.0;12
21.06.2021;2002;;650;completed;Alexandertaylor1987@outlook.com;44263;3;2;325.0;325.0;;6
14.07.2021;4030;;2 487;completed;Liambrown1993@gmail.com;44391;7;3;1100.0;587.0;800.0;7
08.03.2021;1812;;3 240;completed;Lucasanderson88@outlook.com;44263;3;3;240.0;1100.0;1900.0;3
15.09.2021;2835;;5 465;completed;Avataylor13@mail.ru;44454;9;3;4900.0;240.0;325.0;9
06.11.2021;2545;;4 200;completed;Isabellajackson1993@mail.ru;44460;9;3;1100.0;1100.0;2000.0;11
31.10.2021;3850;;1 665;completed;Alexandertaylor12@mail.ru;44284;3;3;240.0;1100.0;325.0;10
20.02.2021;2644;;1 365;completed;Alexanderjackson2007@mail.ru;44247;2;3;325.0;800.0;240.0;2
27.04.2021;1257;;3 074;completed;Isabellamoore13@yahoo.com;44313;4;3;1900.0;587.0;587.0;4
14.04.2021;3134;;5 725;returned;Avamoore1993@yandex.ru;44300;4;3;1900.0;3500.0;325.0;4
14.11.2021;3861;;9 500;completed;Liammartinez2007@yahoo.com;44251;2;3;4900.0;3500.0;1100.0;11
27.07.2021;3070;;9 290;completed;sophiamoore69@gmail.com;44404;7;3;4900.0;890.0;3500.0;7
03.02.2022;3670;;2 240;completed;Sophiataylor1987@mail.ru;44399;7;2;2000.0;;240.0;14
07.09.2021;1324;;5 280;completed;Liammartinez1993@yandex.ru;44402;7;3;890.0;3500.0;890.0;9
18.04.2021;2024;;5 225;returned;Lucasmoore66@mail.ru;44304;4;2;;4900.0;325.0;4
09.01.2022;2065;;2 565;completed;avataylor0@gmail.com;44570;13;3;325.0;240.0;2000.0;13
13.11.2021;2893;;6 590;completed;Lucaswilliams1993@outlook.com;44378;7;3;4900.0;800.0;890.0;11
08.03.2021;2349;;10 400;completed;emmajackson0@gmail.com;44263;3;3;4900.0;2000.0;3500.0;3
14.10.2021;2696;;5 400;completed;Williamjackson2007@outlook.com;44483;10;3;800.0;1100.0;3500.0;10
27.02.2021;1734;;3 074;completed;Olivermoore66@outlook.com;44254;2;3;587.0;1900.0;587.0;2
23.05.2021;3868;;565;completed;williamthomas13@gmail.com;44339;5;2;240.0;325.0;;5
05.03.2021;1591;;7 400;returned;Liammartinez1993@outlook.com;44260;3;3;2000.0;1900.0;3500.0;3
06.01.2022;2731;;8 000;completed;Alexandermoore13@yahoo.com;44504;11;3;2000.0;4900.0;1100.0;13
26.07.2021;3408;;2 827;completed;Williammartinez13@yandex.ru;44403;7;3;240.0;587.0;2000.0;7
06.01.2022;3728;;11 800;completed;Emmaanderson0@mail.ru;44567;13;3;2000.0;4900.0;4900.0;13
26.01.2022;4144;;1 477;completed;Sophiamoore13@outlook.com;44570;13;2;;890.0;587.0;13
29.10.2021;4012;;912;completed;Charlottewilliams66@outlook.com;44433;8;2;;587.0;325.0;10
26.09.2021;2827;;6 900;completed;liamanderson1993@yahoo.com;44460;9;2;;4900.0;2000.0;9
18.07.2021;3111;;4 840;completed;emmaanderson69@gmail.com;44395;7;3;3500.0;1100.0;240.0;7
28.08.2021;1847;;2 800;completed;Sophiaanderson13@outlook.com;44436;8;2;800.0;;2000.0;8
03.05.2021;4195;;5 825;returned;Charlottesmith88@mail.ru;44319;5;3;3500.0;2000.0;325.0;5
20.01.2022;1877;;3 590;completed;Alexanderjackson12@outlook.com;44529;11;3;890.0;1900.0;800.0;13
05.11.2021;2377;;1 280;returned;Charlottemartinez1987@outlook.com;44280;3;3;800.0;240.0;240.0;11
03.11.2021;3051;;6 900;completed;Williammoore88@outlook.com;44503;11;2;2000.0;;4900.0;11
17.06.2021;1909;;3 287;completed;Williamwilliams2007@yandex.ru;44364;6;3;1900.0;587.0;800.0;6
23.04.2021;1961;;6 800;completed;Liamlopez69@yandex.ru;44309;4;2;1900.0;4900.0;;4
23.12.2021;2505;;9 500;completed;Charlottemartinez33@yandex.ru;44479;10;3;1100.0;3500.0;4900.0;12
16.12.2021;3520;;6 200;completed;olivertaylor12@gmail.com;44335;5;3;1900.0;3500.0;800.0;12
20.06.2021;2113;;2 700;completed;Liamwilliams88@outlook.com;44367;6;2;800.0;;1900.0;6
20.01.2022;3613;;6 087;completed;isabellalopez69@gmail.com;44259;3;3;2000.0;3500.0;587.0;13
06.08.2021;2099;;5 940;completed;lucasmartinez12@gmail.com;44414;8;3;4900.0;800.0;240.0;8
09.06.2021;2454;;1 802;completed;Avabrown69@yandex.ru;44356;6;3;890.0;325.0;587.0;6
27.12.2021;1894;;2 367;completed;Charlottemartinez1987@yahoo.com;44249;2;3;890.0;890.0;587.0;12
01.04.2021;1271;;8 987;completed;Lucassmith1993@yahoo.com;44287;4;3;3500.0;587.0;4900.0;4
10.09.2021;3195;;4 800;completed;oliverlopez33@gmail.com;44410;8;3;2000.0;2000.0;800.0;9
17.08.2021;1472;;4 630;completed;Charlottethomas88@yandex.ru;44425;8;3;240.0;3500.0;890.0;8
06.01.2022;3719;;1 414;completed;Isabellathomas69@outlook.com;44567;13;3;587.0;587.0;240.0;13
23.02.2021;2317;;7 125;returned;Liamlopez13@outlook.com;44250;2;3;325.0;4900.0;1900.0;2
30.07.2021;1408;;2 577;completed;Isabellamoore2007@outlook.com;44407;7;3;890.0;1100.0;587.0;7
26.06.2021;3599;;8 400;completed;charlottejackson66@gmail.com;44306;4;2;3500.0;4900.0;;6
17.06.2021;1867;;6 900;completed;Lucastaylor33@outlook.com;44364;6;2;4900.0;;2000.0;6
12.12.2021;2473;;7 690;completed;Lucasthomas2007@mail.ru;44542;12;3;890.0;1900.0;4900.0;12
22.07.2021;2433;;2 487;completed;Sophiasmith1993@mail.ru;44320;5;3;1100.0;587.0;800.0;7
06.10.2021;2908;;1 340;completed;Lucasmoore88@yahoo.com;44332;5;2;240.0;;1100.0;10
25.10.2021;2703;;3 590;completed;Avalopez13@yahoo.com;44282;3;3;800.0;1900.0;890.0;10
11.11.2021;2564;;3 090;completed;lucastaylor13@gmail.com;44446;9;3;890.0;1100.0;1100.0;11
12.08.2021;3904;;2 277;returned;Charlottesmith69@mail.ru;44349;6;3;890.0;800.0;587.0;8
19.07.2021;3351;;325;completed;Emmamoore1987@yahoo.com;44396;7;1;325.0;;;7
27.09.2021;2344;;10 300;completed;oliveranderson2007@gmail.com;44323;5;3;3500.0;1900.0;4900.0;9
07.06.2021;2307;;3 074;completed;Isabellataylor69@yandex.ru;44354;6;3;587.0;1900.0;587.0;6
17.12.2021;2316;;10 690;returned;Williamjackson1987@mail.ru;44247;2;3;890.0;4900.0;4900.0;12
07.07.2021;2556;;1 174;completed;Alexandermoore2007@yahoo.com;44384;7;2;587.0;;587.0;7
23.04.2021;2415;;2 000;completed;avataylor66@gmail.com;44309;4;1;;2000.0;;4
19.06.2021;1368;;2 380;returned;Isabellathomas1993@yahoo.com;44366;6;3;240.0;240.0;1900.0;6
26.04.2021;2891;;4 790;completed;Alexandertaylor12@outlook.com;44252;2;3;890.0;1900.0;2000.0;4
23.03.2021;3997;;3 477;completed;Charlottethomas0@outlook.com;44278;3;3;587.0;2000.0;890.0;3
23.01.2022;1656;;6 200;completed;Emmamoore1987@outlook.com;44428;8;3;1900.0;3500.0;800.0;13
07.11.2021;1325;;3 287;completed;liamsmith0@gmail.com;44270;3;3;800.0;587.0;1900.0;11
08.05.2021;2117;;6 087;completed;Williamthomas2007@mail.ru;44324;5;3;587.0;3500.0;2000.0;5
12.08.2021;1842;;912;completed;Liamlopez1993@outlook.com;44247;2;2;587.0;;325.0;8
16.12.2021;1452;;6 087;completed;Williamanderson2007@yahoo.com;44353;6;3;3500.0;587.0;2000.0;12
29.07.2021;2378;;8 725;returned;Isabellaanderson13@outlook.com;44406;7;3;3500.0;4900.0;325.0;7
09.10.2021;2110;;1 665;completed;emmawilliams1987@yahoo.com;44420;8;3;240.0;1100.0;325.0;10
15.07.2021;3121;;7 387;completed;Avamoore33@yandex.ru;44379;7;3;4900.0;587.0;1900.0;7
01.10.2021;1656;;5 727;completed;Emmamoore1987@outlook.com;44428;8;3;587.0;240.0;4900.0;10
15.09.2021;1773;;6 000;completed;Oliverwilliams13@mail.ru;44286;3;3;2000.0;2000.0;2000.0;9
02.04.2021;2934;;2 565;completed;Isabellajackson12@outlook.com;44272;3;3;325.0;2000.0;240.0;4
18.07.2021;1424;;3 690;completed;Alexanderjackson12@outlook.com;44395;7;3;2000.0;800.0;890.0;7
19.06.2021;3539;;5 825;completed;Sophiathomas1993@mail.ru;44318;5;3;325.0;3500.0;2000.0;6
04.09.2021;2805;;2 787;completed;Avataylor1993@outlook.com;44377;6;3;587.0;1100.0;1100.0;9
25.05.2021;2658;;4 690;completed;Sophiajackson69@outlook.com;44341;5;3;1900.0;1900.0;890.0;5
01.05.2021;1359;;6 115;completed;williambrown88@gmail.com;44317;5;3;325.0;4900.0;890.0;5
10.12.2021;2183;;3 130;completed;Liamwilliams88@yandex.ru;44523;11;3;890.0;2000.0;240.0;12
14.04.2021;4027;;5 465;completed;Alexanderwilliams88@yandex.ru;44300;4;3;240.0;325.0;4900.0;4
10.10.2021;3086;;4 900;completed;Alexanderanderson2007@yahoo.com;44479;10;3;1900.0;1100.0;1900.0;10
12.03.2021;2296;;3 990;completed;Isabellalopez1987@yandex.ru;44267;3;3;1100.0;890.0;2000.0;3
21.10.2021;3328;;2 225;completed;Avathomas13@yahoo.com;44490;10;3;325.0;1100.0;800.0;10
03.01.2022;1935;;3 477;completed;Emmamoore69@yahoo.com;44564;13;3;890.0;587.0;2000.0;13
18.02.2021;3918;;6 890;completed;Emmamartinez0@outlook.com;44245;2;3;1100.0;4900.0;890.0;2
08.09.2021;3569;;1 627;completed;Charlottethomas13@outlook.com;44447;9;3;240.0;587.0;800.0;9
21.06.2021;2294;;1 215;completed;Williamjackson69@yandex.ru;44368;6;2;890.0;;325.0;6
03.09.2021;2829;;4 900;completed;Olivertaylor1987@mail.ru;44304;4;3;1900.0;1900.0;1100.0;9
12.10.2021;2470;;5 812;returned;Emmalopez1993@yahoo.com;44481;10;3;325.0;4900.0;587.0;10
24.01.2022;3349;;5 100;completed;alexanderthomas66@gmail.com;44424;8;3;2000.0;2000.0;1100.0;13
18.04.2021;2514;;1 425;completed;Avathomas1993@outlook.com;44299;4;2;;1100.0;325.0;4
23.06.2021;2839;;3 740;completed;Alexanderthomas33@outlook.com;44280;3;2;;3500.0;240.0;6
18.03.2021;4073;;3 100;completed;Avalopez69@yandex.ru;44273;3;2;;1100.0;2000.0;3
17.07.2021;1705;;2 800;completed;Lucasmoore33@yahoo.com;44394;7;2;;2000.0;800.0;7
10.04.2021;3036;;5 487;completed;Oliverbrown0@yahoo.com;44282;3;2;;587.0;4900.0;4
05.04.2021;3305;;1 627;returned;williamtaylor1993@gmail.com;44291;4;3;587.0;240.0;800.0;4
19.02.2021;1818;;13 300;completed;Isabellalopez12@outlook.com;44246;2;3;3500.0;4900.0;4900.0;2
01.06.2021;2081;;2 587;completed;Liamthomas13@outlook.com;44288;4;2;587.0;;2000.0;6
01.04.2021;3386;;2 400;completed;Avajackson1987@yahoo.com;44253;2;3;800.0;800.0;800.0;4
