Дата транзакции;id Клиента;№ операции;Сумма;Статус;email Клиента;Дата первой продажи;Номер когорты;Количество товаров;Товар 1;Товар 2;Товар 3;Товар 3.1;Месяц;Товар 1.1;Товар 2.1;Товар 3.2;Доставка;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42;Unnamed: 43;Unnamed: 44;Unnamed: 45;Unnamed: 46;Продукт 1;Продукт 2;Продукт 3;Продукт 4;Продукт 5;Продукт 6;Продукт 7;Продукт 8;Продукт 9;Продукт 10;Продукт 11;Продукт 12;Продукт 13;Продукт 14;Продукт 15;Продукт 16;Продукт 17
21.10.2021;4127;;9 200;completed;Avataylor2007@outlook.com;03.03.2021;3;3;800.0;4900.0;3500.0;;10;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.2021;1286;;7 487;completed;williamwilliams1987@gmail.com;02.04.2021;4;3;587.0;2000.0;4900.0;;4;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.09.2021;3093;;3 937;completed;Charlottethomas69@yahoo.com;27.09.2021;9;3;1900.0;587.0;1100.0;;9;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.05.2021;2525;;1 450;completed;alexandermartinez2007@gmail.com;11.05.2021;5;3;800.0;325.0;325.0;;5;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2021;1279;;2 727;completed;Alexanderthomas33@outlook.com;19.03.2021;3;3;1900.0;240.0;587.0;;6;Маття-латте - 5 шт.;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.12.2021;2499;;4 250;completed;Liamjackson2007@mail.ru;26.05.2021;5;2;2000.0;1900.0;;;12;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.04.2021;3365;;8 750;completed;Avajackson12@yahoo.com;28.04.2021;4;2;;3500.0;4900.0;;4;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.11.2021;2638;;3 477;completed;Sophiabrown69@mail.ru;17.04.2021;4;3;890.0;2000.0;587.0;;11;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.01.2022;3041;;10 300;completed;Lucaslopez33@yahoo.com;06.08.2021;8;3;4900.0;3500.0;1900.0;;13;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.12.2021;3621;;3 377;completed;Avalopez1987@yahoo.com;21.12.2021;12;3;587.0;1900.0;890.0;;12;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21.06.2021;2002;;1000;completed;Alexandertaylor1987@outlook.com;08.03.2021;3;2;325.0;325.0;;;6;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.07.2021;4030;;2 837;completed;Liambrown1993@gmail.com;14.07.2021;7;3;1100.0;587.0;800.0;;7;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.2021;1812;;3 240;completed;Lucasanderson88@outlook.com;08.03.2021;3;3;240.0;1100.0;1900.0;;3;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.09.2021;2835;;5 465;completed;Avataylor13@mail.ru;15.09.2021;9;3;4900.0;240.0;325.0;;9;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.11.2021;2545;;4 200;completed;Isabellajackson1993@mail.ru;21.09.2021;9;3;1100.0;1100.0;2000.0;;11;Маття-латте - 5 шт.;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.10.2021;3850;;1 665;completed;Alexandertaylor12@mail.ru;29.03.2021;3;3;240.0;1100.0;325.0;;10;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.02.2021;2644;;1 715;completed;Alexanderjackson2007@mail.ru;20.02.2021;2;3;325.0;800.0;240.0;;2;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.04.2021;1257;;3 424;completed;Isabellamoore13@yahoo.com;27.04.2021;4;3;1900.0;587.0;587.0;;4;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.04.2021;3134;;5 725;returned;Avamoore1993@yandex.ru;14.04.2021;4;3;1900.0;3500.0;325.0;;4;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.11.2021;3861;;9 500;completed;Liammartinez2007@yahoo.com;24.02.2021;2;3;4900.0;3500.0;1100.0;;11;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.07.2021;3070;;9 290;completed;sophiamoore69@gmail.com;27.07.2021;7;3;4900.0;890.0;3500.0;;7;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.02.2022;3670;;2 240;completed;Sophiataylor1987@mail.ru;22.07.2021;7;2;2000.0;;240.0;;14;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.09.2021;1324;;5 280;completed;Liammartinez1993@yandex.ru;25.07.2021;7;3;890.0;3500.0;890.0;;9;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.04.2021;2024;;5 575;returned;Lucasmoore66@mail.ru;18.04.2021;4;2;;4900.0;325.0;;4;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.01.2022;2065;;2 565;completed;avataylor0@gmail.com;09.01.2022;13;3;325.0;240.0;2000.0;;13;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13.11.2021;2893;;6 940;completed;Lucaswilliams1993@outlook.com;01.07.2021;7;3;4900.0;800.0;890.0;;11;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.03.2021;2349;;10 400;completed;emmajackson0@gmail.com;08.03.2021;3;3;4900.0;2000.0;3500.0;;3;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14.10.2021;2696;;5 400;completed;Williamjackson2007@outlook.com;14.10.2021;10;3;800.0;1100.0;3500.0;;10;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.02.2021;1734;;3 074;completed;Olivermoore66@outlook.com;27.02.2021;2;3;587.0;1900.0;587.0;;2;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.05.2021;3868;;565;completed;williamthomas13@gmail.com;23.05.2021;5;2;240.0;325.0;;;5;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.03.2021;1591;;7 750;returned;Liammartinez1993@outlook.com;05.03.2021;3;3;2000.0;1900.0;3500.0;;3;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.2022;2731;;8 000;completed;Alexandermoore13@yahoo.com;04.11.2021;11;3;2000.0;4900.0;1100.0;;13;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.07.2021;3408;;2 827;completed;Williammartinez13@yandex.ru;26.07.2021;7;3;240.0;587.0;2000.0;;7;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.2022;3728;;11 800;completed;Emmaanderson0@mail.ru;06.01.2022;13;3;2000.0;4900.0;4900.0;;13;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.01.2022;4144;;1 477;completed;Sophiamoore13@outlook.com;09.01.2022;13;2;;890.0;587.0;;13;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.10.2021;4012;;912;completed;Charlottewilliams66@outlook.com;25.08.2021;8;2;;587.0;325.0;;10;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.09.2021;2827;;6 900;completed;liamanderson1993@yahoo.com;21.09.2021;9;2;;4900.0;2000.0;;9;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18.07.2021;3111;;4 840;completed;emmaanderson69@gmail.com;18.07.2021;7;3;3500.0;1100.0;240.0;;7;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.08.2021;1847;;2 800;completed;Sophiaanderson13@outlook.com;28.08.2021;8;2;800.0;;2000.0;;8;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.05.2021;4195;;5 825;returned;Charlottesmith88@mail.ru;03.05.2021;5;3;3500.0;2000.0;325.0;;5;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.01.2022;1877;;3 590;completed;Alexanderjackson12@outlook.com;29.11.2021;11;3;890.0;1900.0;800.0;;13;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05.11.2021;2377;;1 280;returned;Charlottemartinez1987@outlook.com;25.03.2021;3;3;800.0;240.0;240.0;;11;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03.11.2021;3051;;7 250;completed;Williammoore88@outlook.com;03.11.2021;11;2;2000.0;;4900.0;;11;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2021;1909;;3 637;completed;Williamwilliams2007@yandex.ru;17.06.2021;6;3;1900.0;587.0;800.0;;6;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.04.2021;1961;;6 800;completed;Liamlopez69@yandex.ru;23.04.2021;4;2;1900.0;4900.0;;;4;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.12.2021;2505;;9 500;completed;Charlottemartinez33@yandex.ru;10.10.2021;10;3;1100.0;3500.0;4900.0;;12;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.12.2021;3520;;6 200;completed;olivertaylor12@gmail.com;19.05.2021;5;3;1900.0;3500.0;800.0;;12;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.06.2021;2113;;2 700;completed;Liamwilliams88@outlook.com;20.06.2021;6;2;800.0;;1900.0;;6;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20.01.2022;3613;;6 087;completed;isabellalopez69@gmail.com;04.03.2021;3;3;2000.0;3500.0;587.0;;13;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.08.2021;2099;;5 940;completed;lucasmartinez12@gmail.com;06.08.2021;8;3;4900.0;800.0;240.0;;8;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.06.2021;2454;;1 802;completed;Avabrown69@yandex.ru;09.06.2021;6;3;890.0;325.0;587.0;;6;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.12.2021;1894;;2 367;completed;Charlottemartinez1987@yahoo.com;22.02.2021;2;3;890.0;890.0;587.0;;12;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.04.2021;1271;;9 337;completed;Lucassmith1993@yahoo.com;01.04.2021;4;3;3500.0;587.0;4900.0;;4;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10.09.2021;3195;;5 150;completed;oliverlopez33@gmail.com;02.08.2021;8;3;2000.0;2000.0;800.0;;9;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.08.2021;1472;;4 630;completed;Charlottethomas88@yandex.ru;17.08.2021;8;3;240.0;3500.0;890.0;;8;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.01.2022;3719;;1 414;completed;Isabellathomas69@outlook.com;06.01.2022;13;3;587.0;587.0;240.0;;13;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.02.2021;2317;;7 475;returned;Liamlopez13@outlook.com;23.02.2021;2;3;325.0;4900.0;1900.0;;2;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30.07.2021;1408;;2 577;completed;Isabellamoore2007@outlook.com;30.07.2021;7;3;890.0;1100.0;587.0;;7;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.06.2021;3599;;8 400;completed;charlottejackson66@gmail.com;20.04.2021;4;2;3500.0;4900.0;;;6;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.06.2021;1867;;7 250;completed;Lucastaylor33@outlook.com;17.06.2021;6;2;4900.0;;2000.0;;6;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.12.2021;2473;;7 690;completed;Lucasthomas2007@mail.ru;12.12.2021;12;3;890.0;1900.0;4900.0;;12;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22.07.2021;2433;;2 837;completed;Sophiasmith1993@mail.ru;04.05.2021;5;3;1100.0;587.0;800.0;;7;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06.10.2021;2908;;1 690;completed;Lucasmoore88@yahoo.com;16.05.2021;5;2;240.0;;1100.0;;10;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25.10.2021;2703;;3 590;completed;Avalopez13@yahoo.com;27.03.2021;3;3;800.0;1900.0;890.0;;10;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11.11.2021;2564;;3 090;completed;lucastaylor13@gmail.com;07.09.2021;9;3;890.0;1100.0;1100.0;;11;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.08.2021;3904;;2 277;returned;Charlottesmith69@mail.ru;02.06.2021;6;3;890.0;800.0;587.0;;8;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.07.2021;3351;;325;completed;Emmamoore1987@yahoo.com;19.07.2021;7;1;325.0;;;;7;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.09.2021;2344;;10 300;completed;oliveranderson2007@gmail.com;07.05.2021;5;3;3500.0;1900.0;4900.0;;9;Омолаживающий барсучий эликсир;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.06.2021;2307;;3 424;completed;Isabellataylor69@yandex.ru;07.06.2021;6;3;587.0;1900.0;587.0;;6;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17.12.2021;2316;;10 690;returned;Williamjackson1987@mail.ru;20.02.2021;2;3;890.0;4900.0;4900.0;;12;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.07.2021;2556;;1 524;completed;Alexandermoore2007@yahoo.com;07.07.2021;7;2;587.0;;587.0;;7;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Фиточай с чабрецом - 4 пакетика;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.04.2021;2415;;2 000;completed;avataylor66@gmail.com;23.04.2021;4;1;;2000.0;;;4;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19.06.2021;1368;;2 730;returned;Isabellathomas1993@yahoo.com;19.06.2021;6;3;240.0;240.0;1900.0;;6;Маття-латте - 1 шт.;Маття-латте - 1 шт.;Маття-латте - 5 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26.04.2021;2891;;4 790;completed;Alexandertaylor12@outlook.com;25.02.2021;2;3;890.0;1900.0;2000.0;;4;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.03.2021;3997;;3 477;completed;Charlottethomas0@outlook.com;23.03.2021;3;3;587.0;2000.0;890.0;;3;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23.01.2022;1656;;6 200;completed;Emmamoore1987@outlook.com;20.08.2021;8;3;1900.0;3500.0;800.0;;13;Маття-латте - 5 шт.;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.2021;1325;;3 287;completed;liamsmith0@gmail.com;15.03.2021;3;3;800.0;587.0;1900.0;;11;Фиточай с чабрецом - 4 пакетика;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.05.2021;2117;;6 087;completed;Williamthomas2007@mail.ru;08.05.2021;5;3;587.0;3500.0;2000.0;;5;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12.08.2021;1842;;912;completed;Liamlopez1993@outlook.com;20.02.2021;2;2;587.0;;325.0;;8;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16.12.2021;1452;;6 087;completed;Williamanderson2007@yahoo.com;06.06.2021;6;3;3500.0;587.0;2000.0;;12;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Омолаживающий барсучий эликсир;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29.07.2021;2378;;9 075;returned;Isabellaanderson13@outlook.com;29.07.2021;7;3;3500.0;4900.0;325.0;;7;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09.10.2021;2110;;2 015;completed;emmawilliams1987@yahoo.com;12.08.2021;8;3;240.0;1100.0;325.0;;10;Маття-латте - 1 шт.;Маття-латте - 5 шт.;Маття-латте - 1 шт.;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.07.2021;3121;;7 387;completed;Avamoore33@yandex.ru;02.07.2021;7;3;4900.0;587.0;1900.0;;7;Омолаживающий барсучий эликсир;Фиточай с чабрецом - 4 пакетика;Маття-латте - 5 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.10.2021;1656;;6 077;completed;Emmamoore1987@outlook.com;20.08.2021;8;3;587.0;240.0;4900.0;;10;Фиточай с чабрецом - 4 пакетика;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15.09.2021;1773;;6 350;completed;Oliverwilliams13@mail.ru;31.03.2021;3;3;2000.0;2000.0;2000.0;;9;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;Омолаживающий барсучий эликсир;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02.04.2021;2934;;2 565;completed;Isabellajackson12@outlook.com;17.03.2021;3;3;325.0;2000.0;240.0;;4;Маття-латте - 1 шт.;Омолаживающий барсучий эликсир;Маття-латте - 1 шт.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
